Date,Familia,Codigo Producto,Projection,Super Familia
2025-01-01,Bonbon Classic,5248IM0108488,13.757259957053218,Invierno
2025-01-01,Bonbon Classic,5248IM0108769,16.0782666886417,Invierno
2025-01-01,Bruni,1129ANB310769,6.220606919879956,Invierno
2025-01-01,Bruni,1129ANB310772,6.069476728707147,Invierno
2025-01-01,Bruni,1129ANB310831,6.254804262408128,Invierno
2025-01-01,Bruni,1129ANB310888,8.399308580948057,Invierno
2025-01-01,Bruni,1129ANB312903,6.455575757250858,Invierno
2025-01-01,Bruni,1129ANB313602,7.111944105775168,Invierno
2025-01-01,Bruni,1129ANB313916,7.436267289751886,Invierno
2025-01-01,Bruni,1129ANB314850,6.557064644753776,Invierno
2025-01-01,Bruni,1129ANB316890,6.9729484554994325,Invierno
2025-01-01,Bruni,1129ANB317007,7.747352792749961,Invierno
2025-01-01,Bruni,1129ANB318003,6.530589282796494,Invierno
2025-01-01,Bruni,1129ANB318902,11.799186312295824,Invierno
2025-01-01,Diana,1340IMK010002,17.0644739215505,Invierno
2025-01-01,Diana,1340IMK010003,15.734086983197024,Invierno
2025-01-01,Diana,1340IMK010004,19.81129272461862,Invierno
2025-01-01,Diana,1340IMK010005,14.83061525640474,Invierno
2025-01-01,Diana,1340IMK010006,19.418574855585582,Invierno
2025-01-01,Diana,1340IMK010007,20.587903342032256,Invierno
2025-01-01,Diana,1340IMK010008,35.19347802180009,Invierno
2025-01-01,Diana,1340IMK010009,17.564196378494216,Invierno
