Date,SuperFamily,Familia,Codigo Producto,Projection,Sales
2023-11-01,Hilos Verano,Fresquita,1300ANV010028,,20
2023-11-01,Hilos Verano,Fresquita,1300ANV010029,,18
2023-11-01,Hilos Verano,Fresquita,1300ANV010033,,28
2023-11-01,Hilos Verano,Fresquita,1300ANV010055,,24
2023-11-01,Hilos Verano,Fresquita,1300ANV010081,,25
2023-11-01,Hilos Verano,Fresquita,1300ANV010205,,24
2023-11-01,Hilos Verano,Fresquita,1300ANV010209,,92
2023-11-01,Hilos Verano,Fresquita,1300ANV010216,,11
2023-11-01,Hilos Verano,Fresquita,1300ANV010223,,60
2023-11-01,Hilos Verano,Fresquita,1300ANV010225,,45
2023-11-01,Hilos Verano,Fresquita,1300ANV010229,,76
2023-11-01,Hilos Verano,Fresquita,1300ANV010231,,22
2023-11-01,Hilos Verano,Fresquita,1300ANV010259,,10
2023-11-01,Hilos Verano,Fresquita,1300ANV010279,,18
2023-11-01,Hilos Verano,Fresquita,1300ANV010281,,33
2023-11-01,Hilos Verano,Fresquita,1300ANV010288,,18
2023-11-01,Hilos Verano,Fresquita,1300ANV010289,,51
2023-11-01,Hilos Verano,Fresquita,1300ANV010425,,12
2023-11-01,Hilos Verano,Fresquita,1300ANV010439,,34
2023-11-01,Hilos Verano,Fresquita,1300ANV010712,,10
2023-11-01,Hilos Verano,Fresquita,1300ANV010730,,31
2023-11-01,Hilos Verano,Fresquita,1300ANV010731,,6
2023-11-01,Hilos Verano,Fresquita,1300ANV011033,,35
2023-11-01,Hilos Verano,Fresquita,1300ANV011102,,295
2023-11-01,Hilos Verano,Fresquita,1300ANV011281,,39
2023-11-01,Hilos Verano,Fresquita,1300ANV011302,,95
2023-11-01,Hilos Verano,Fresquita,1300ANV011777,,10
2023-11-01,Hilos Verano,Fresquita,1300ANV011788,,18
2023-11-01,Hilos Verano,Fresquita,1300ANV011799,,19
2023-11-01,Hilos Verano,Fresquita,1300ANV012502,,16
2023-11-01,Hilos Verano,Fresquita,1300ANV013401,,39
2023-11-01,Hilos Verano,Fresquita,1300ANV013602,,132
2023-11-01,Hilos Verano,Fresquita,1300ANV014204,,21
2023-11-01,Hilos Verano,Fresquita,1300ANV014850,,25
2023-11-01,Hilos Verano,Fresquita,1300ANV016210,,37
2023-11-01,Hilos Verano,Fresquita,1300ANV016211,,13
2023-11-01,Hilos Verano,Fresquita,1300ANV016212,,14
2023-11-01,Hilos Verano,Fresquita,1300ANV016213,,30
2023-11-01,Hilos Verano,Fresquita,1300ANV016214,,4
2023-11-01,Hilos Verano,Fresquita,1300ANV016215,,85
2023-11-01,Hilos Verano,Fresquita,1300ANV016402,,15
2023-11-01,Hilos Verano,Fresquita,1300ANV016890,,7
2023-11-01,Hilos Verano,Fresquita,1300ANV017802,,25
2023-11-01,Hilos Verano,Fresquita,1300ANV018102,,24
2023-11-01,Hilos Verano,Fresquita,1300ANV018252,,16
2023-11-01,Hilos Verano,Fresquita,1300ANV018254,,32
2023-11-01,Hilos Verano,Fresquita,1300ANV018257,,45
2023-11-01,Hilos Verano,Fresquita,1300ANV018259,,52
2023-11-01,Hilos Verano,Fresquita,1300ANV018262,,12
2023-11-01,Hilos Verano,Fresquita,1300ANV018902,,153
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010001,,45
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010002,,21
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010003,,30
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010004,,24
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010005,,32
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010006,,30
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010007,,33
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010008,,28
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010009,,30
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010010,,17
2023-11-01,Hilos Verano,Fresquita Estampado,1305ANV010011,,60
2023-11-01,Invierno,Glaciar,5521IM1010572,,3
2023-11-01,Invierno,Glaciar,5521IM1010862,,1
2023-11-01,Invierno,Glaciar,5521IM1010888,,5
2023-11-01,Invierno,Glaciar,5521IM1011302,,39
2023-11-01,Invierno,Glaciar,5521IM1012903,,1
2023-11-01,Invierno,Glaciar,5521IM1013602,,8
2023-11-01,Invierno,Glaciar,5521IM1015204,,3
2023-11-01,Invierno,Glaciar,5521IM1015502,,5
2023-11-01,Invierno,Glaciar,5521IM1017007,,9
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010138,,2
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010148,,3
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010158,,1
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010168,,2
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010178,,1
2023-11-01,Invierno,Glaciar Estampado Ac,5524IM1010188,,2
2023-11-01,Invierno,Krehuel,1123AN1050001,,7
2023-11-01,Invierno,Krehuel,1123AN1050006,,1
2023-11-01,Invierno,Krehuel,1123AN1050011,,7
2023-11-01,Invierno,Krehuel,1123AN1050015,,5
2023-11-01,Invierno,Krehuel,1123AN1050017,,17
2023-11-01,Invierno,Krehuel,1123AN1050020,,6
2023-11-01,Invierno,Krehuel,1123AN1050022,,3
2023-11-01,Invierno,Krehuel,1123AN1050023,,8
2023-11-01,Invierno,Krehuel,1123AN1050024,,17
2023-11-01,Invierno,Krehuel,1123AN1050026,,4
2023-11-01,Invierno,Krehuel,1123AN1050027,,5
2023-11-01,Invierno,Krehuel,1123AN1050028,,5
2023-11-01,Invierno,Krehuel,1123AN1050030,,9
2023-11-01,Invierno,Krehuel,1123AN1050037,,9
2023-11-01,Invierno,Krehuel,1123AN1050041,,2
2023-11-01,Invierno,Krehuel,1123AN1050718,,4
2023-11-01,Invierno,Krehuel,1123AN1050829,,7
2023-11-01,Invierno,Krehuel,1123AN1050831,,8
2023-11-01,Invierno,Krehuel,1123AN1050888,,6
2023-11-01,Invierno,Krehuel,1123AN1053602,,13
2023-11-01,Invierno,Krehuel,1123AN1055032,,11
2023-11-01,Invierno,Krehuel,1123AN1055502,,9
2023-11-01,Invierno,Krehuel,1123AN1058003,,2
2023-11-01,Invierno,Krehuel Estampado,1119AN1050472,,1
2023-11-01,Invierno,Krehuel Estampado,1119AN1050477,,1
2023-11-01,Invierno,Krehuel Estampado,1119AN1050478,,1
2023-11-01,Invierno,Krehuel Estampado,1119AN1050481,,1
2023-11-01,Invierno,Krehuel Estampado,1119AN1050488,,1
2023-11-01,Bebé,Lolipop,5601IMD180430,,13
2023-11-01,Bebé,Lolipop,5601IMD180431,,13
2023-11-01,Bebé,Lolipop,5601IMD180432,,4
2023-11-01,Bebé,Lolipop,5601IMD180433,,2
2023-11-01,Bebé,Lolipop,5601IMD180434,,14
2023-11-01,Bebé,Lolipop,5601IMD180437,,13
2023-11-01,Bebé,Lolipop,5601IMD180440,,17
2023-11-01,Bebé,Lolipop,5601IMD180563,,13
2023-11-01,Bebé,Lolipop,5601IMD181117,,1
2023-11-01,Invierno,Mandala,5526IMK010101,,3
2023-11-01,Invierno,Mandala,5526IMK010119,,3
2023-11-01,Invierno,Mandala,5526IMK010503,,3
2023-11-01,Invierno,Mandala,5526IMK010504,,3
2023-11-01,Invierno,Mandala,5526IMK010507,,2
2023-11-01,Invierno,Mandala,5526IMK017804,,3
2023-11-01,Invierno,Mandala,5526IMK017829,,3
2023-11-01,Invierno,Mandala,5526IMK017832,,3
2023-11-01,Invierno,Mandala,5526IMK017864,,3
2023-11-01,Invierno,Mandala,5526IMK017865,,2
2023-11-01,Hilos Verano,Margarita,1308ANV010003,,31
2023-11-01,Hilos Verano,Margarita,1308ANV010022,,13
2023-11-01,Hilos Verano,Margarita,1308ANV010028,,29
2023-11-01,Hilos Verano,Margarita,1308ANV010029,,22
2023-11-01,Hilos Verano,Margarita,1308ANV010033,,29
2023-11-01,Hilos Verano,Margarita,1308ANV010081,,21
2023-11-01,Hilos Verano,Margarita,1308ANV010205,,21
2023-11-01,Hilos Verano,Margarita,1308ANV010209,,73
2023-11-01,Hilos Verano,Margarita,1308ANV010223,,65
2023-11-01,Hilos Verano,Margarita,1308ANV010225,,21
2023-11-01,Hilos Verano,Margarita,1308ANV010229,,50
2023-11-01,Hilos Verano,Margarita,1308ANV010289,,54
2023-11-01,Hilos Verano,Margarita,1308ANV010425,,18
2023-11-01,Hilos Verano,Margarita,1308ANV010439,,40
2023-11-01,Hilos Verano,Margarita,1308ANV010712,,3
2023-11-01,Hilos Verano,Margarita,1308ANV010730,,20
2023-11-01,Hilos Verano,Margarita,1308ANV010731,,16
2023-11-01,Hilos Verano,Margarita,1308ANV011102,,185
2023-11-01,Hilos Verano,Margarita,1308ANV011302,,65
2023-11-01,Hilos Verano,Margarita,1308ANV013401,,20
2023-11-01,Hilos Verano,Margarita,1308ANV013602,,85
2023-11-01,Hilos Verano,Margarita,1308ANV014850,,31
2023-11-01,Hilos Verano,Margarita,1308ANV016210,,28
2023-11-01,Hilos Verano,Margarita,1308ANV016212,,12
2023-11-01,Hilos Verano,Margarita,1308ANV016213,,37
2023-11-01,Hilos Verano,Margarita,1308ANV016215,,87
2023-11-01,Hilos Verano,Margarita,1308ANV016402,,11
2023-11-01,Hilos Verano,Margarita,1308ANV018102,,20
2023-11-01,Hilos Verano,Margarita,1308ANV018254,,34
2023-11-01,Hilos Verano,Margarita,1308ANV018257,,44
2023-11-01,Hilos Verano,Margarita,1308ANV018902,,85
2023-11-01,Invierno,Mosaico,5617IM8X10002,,1
2023-11-01,Invierno,Mosaico,5617IM8X10007,,1
2023-11-01,Invierno,Mosaico,5617IM8X10008,,1
2023-11-01,Invierno,Nako Melange,5614IM0D10091,,14
2023-11-01,Invierno,Nako Melange,5614IM0D10092,,13
2023-11-01,Invierno,Nako Melange,5614IM0D10093,,17
2023-11-01,Invierno,Nako Melange,5614IM0D10095,,4
2023-11-01,Invierno,Nako Melange,5614IM0D10096,,2
2023-11-01,Invierno,Nako Melange,5614IM0D10098,,1
2023-11-01,Invierno,Nako Melange,5614IM0D10099,,2
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,,24
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,,29
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,,29
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,,40
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,,21
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,,54
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,,61
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,,23
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,,29
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,,27
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,,18
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,,19
2023-11-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,,38
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200003,,8
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200209,,29
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200225,,7
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200229,,25
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200730,,7
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ201102,,57
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ201302,,54
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ203401,,15
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ203602,,23
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ206215,,24
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ206402,,12
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ208257,,12
2023-11-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ208902,,23
2023-11-01,Hilos Verano,Perle Verano,1310ANV010022,,31
2023-11-01,Hilos Verano,Perle Verano,1310ANV010029,,28
2023-11-01,Hilos Verano,Perle Verano,1310ANV010032,,37
2023-11-01,Hilos Verano,Perle Verano,1310ANV010033,,52
2023-11-01,Hilos Verano,Perle Verano,1310ANV010081,,1
2023-11-01,Hilos Verano,Perle Verano,1310ANV010205,,78
2023-11-01,Hilos Verano,Perle Verano,1310ANV010209,,113
2023-11-01,Hilos Verano,Perle Verano,1310ANV010210,,38
2023-11-01,Hilos Verano,Perle Verano,1310ANV010216,,20
2023-11-01,Hilos Verano,Perle Verano,1310ANV010225,,65
2023-11-01,Hilos Verano,Perle Verano,1310ANV010229,,105
2023-11-01,Hilos Verano,Perle Verano,1310ANV010231,,54
2023-11-01,Hilos Verano,Perle Verano,1310ANV010234,,46
2023-11-01,Hilos Verano,Perle Verano,1310ANV010279,,29
2023-11-01,Hilos Verano,Perle Verano,1310ANV010288,,38
2023-11-01,Hilos Verano,Perle Verano,1310ANV010289,,102
2023-11-01,Hilos Verano,Perle Verano,1310ANV010425,,34
2023-11-01,Hilos Verano,Perle Verano,1310ANV010439,,49
2023-11-01,Hilos Verano,Perle Verano,1310ANV010712,,23
2023-11-01,Hilos Verano,Perle Verano,1310ANV010731,,17
2023-11-01,Hilos Verano,Perle Verano,1310ANV010903,,42
2023-11-01,Hilos Verano,Perle Verano,1310ANV011102,,356
2023-11-01,Hilos Verano,Perle Verano,1310ANV011302,,117
2023-11-01,Hilos Verano,Perle Verano,1310ANV013401,,58
2023-11-01,Hilos Verano,Perle Verano,1310ANV013602,,173
2023-11-01,Hilos Verano,Perle Verano,1310ANV014204,,38
2023-11-01,Hilos Verano,Perle Verano,1310ANV014850,,35
2023-11-01,Hilos Verano,Perle Verano,1310ANV016210,,48
2023-11-01,Hilos Verano,Perle Verano,1310ANV016213,,52
2023-11-01,Hilos Verano,Perle Verano,1310ANV016215,,137
2023-11-01,Hilos Verano,Perle Verano,1310ANV016402,,45
2023-11-01,Hilos Verano,Perle Verano,1310ANV017802,,53
2023-11-01,Hilos Verano,Perle Verano,1310ANV018102,,49
2023-11-01,Hilos Verano,Perle Verano,1310ANV018252,,20
2023-11-01,Hilos Verano,Perle Verano,1310ANV018254,,41
2023-11-01,Hilos Verano,Perle Verano,1310ANV018257,,51
2023-11-01,Hilos Verano,Perle Verano,1310ANV018259,,74
2023-11-01,Hilos Verano,Perle Verano,1310ANV018262,,43
2023-11-01,Hilos Verano,Perle Verano,1310ANV018902,,181
2023-11-01,Hilos Verano,Sinfonia,5532IM6010001,,7
2023-11-01,Hilos Verano,Sinfonia,5532IM6010002,,13
2023-11-01,Hilos Verano,Sinfonia,5532IM6010003,,7
2023-11-01,Hilos Verano,Sinfonia,5532IM6010004,,9
2023-11-01,Hilos Verano,Sinfonia,5532IM6010005,,7
2023-11-01,Hilos Verano,Sinfonia,5532IM6010006,,11
2023-11-01,Hilos Verano,Sinfonia,5532IM6010007,,7
2023-11-01,Hilos Verano,Sinfonia,5532IM6010008,,11
2023-11-01,Invierno,Sport Ukryl,5256IM0K10210,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10386,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10432,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10575,,2
2023-11-01,Invierno,Sport Ukryl,5256IM0K10586,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10617,,2
2023-11-01,Invierno,Sport Ukryl,5256IM0K10664,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10685,,1
2023-11-01,Invierno,Sport Ukryl,5256IM0K10800,,2
2023-11-01,Invierno,Sport Ukryl,5256IM0K10843,,3
2023-11-01,Invierno,Sport Ukryl,5256IM0K12903,,1
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10033,,83
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10041,,36
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10425,,65
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10712,,43
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10718,,39
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10735,,156
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10740,,99
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10769,,65
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10772,,57
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10807,,44
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10811,,117
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10829,,81
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T10875,,44
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T11102,,185
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T11302,,77
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T12903,,52
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T13202,,50
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T13602,,127
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T13916,,38
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T14850,,58
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T15032,,106
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T16702,,81
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T16902,,32
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T17007,,37
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T18003,,86
2023-11-01,Invierno,Super Economico 100 gr,1150AN0T18902,,177
2023-11-01,Invierno,Super Económico 50g,1153AN0T50033,,19
2023-11-01,Invierno,Super Económico 50g,1153AN0T50041,,1
2023-11-01,Invierno,Super Económico 50g,1153AN0T50425,,4
2023-11-01,Invierno,Super Económico 50g,1153AN0T50712,,2
2023-11-01,Invierno,Super Económico 50g,1153AN0T50718,,3
2023-11-01,Invierno,Super Económico 50g,1153AN0T50735,,20
2023-11-01,Invierno,Super Económico 50g,1153AN0T50740,,20
2023-11-01,Invierno,Super Económico 50g,1153AN0T50769,,5
2023-11-01,Invierno,Super Económico 50g,1153AN0T50772,,7
2023-11-01,Invierno,Super Económico 50g,1153AN0T50807,,5
2023-11-01,Invierno,Super Económico 50g,1153AN0T50811,,25
2023-11-01,Invierno,Super Económico 50g,1153AN0T50829,,5
2023-11-01,Invierno,Super Económico 50g,1153AN0T50875,,1
2023-11-01,Invierno,Super Económico 50g,1153AN0T51102,,29
2023-11-01,Invierno,Super Económico 50g,1153AN0T51302,,11
2023-11-01,Invierno,Super Económico 50g,1153AN0T52903,,2
2023-11-01,Invierno,Super Económico 50g,1153AN0T53202,,2
2023-11-01,Invierno,Super Económico 50g,1153AN0T53602,,12
2023-11-01,Invierno,Super Económico 50g,1153AN0T53916,,3
2023-11-01,Invierno,Super Económico 50g,1153AN0T54850,,7
2023-11-01,Invierno,Super Económico 50g,1153AN0T55032,,16
2023-11-01,Invierno,Super Económico 50g,1153AN0T56702,,13
2023-11-01,Invierno,Super Económico 50g,1153AN0T58003,,5
2023-11-01,Invierno,Super Económico 50g,1153AN0T58902,,16
2023-11-01,Bebé,Super Nene,1140NA1010001,,39
2023-11-01,Bebé,Super Nene,1140NA1010003,,26
2023-11-01,Bebé,Super Nene,1140NA1010004,,19
2023-11-01,Bebé,Super Nene,1140NA1010005,,28
2023-11-01,Bebé,Super Nene,1140NA1010007,,8
2023-11-01,Bebé,Super Nene,1140NA1010008,,15
2023-11-01,Bebé,Super Nene,1140NA1010026,,30
2023-11-01,Bebé,Super Nene,1140NA1010034,,9
2023-11-01,Bebé,Super Nene,1140NA1010073,,19
2023-11-01,Bebé,Super Nene,1140NA1010439,,18
2023-11-01,Bebé,Super Nene,1140NA1010730,,35
2023-11-01,Bebé,Super Nene,1140NA1010731,,19
2023-11-01,Bebé,Super Nene,1140NA1010732,,10
2023-11-01,Bebé,Super Nene,1140NA1010734,,23
2023-11-01,Bebé,Super Nene,1140NA1010829,,14
2023-11-01,Bebé,Super Nene,1140NA1011102,,171
2023-11-01,Bebé,Super Nene,1140NA1011302,,19
2023-11-01,Bebé,Super Nene,1140NA1013952,,24
2023-11-01,Bebé,Super Nene,1140NA1018902,,43
2023-11-01,Invierno,Ukryl Estampado,1106AN1010004,,8
2023-11-01,Invierno,Ukryl Estampado,1106AN1010007,,10
2023-11-01,Invierno,Ukryl Estampado,1106AN1010016,,22
2023-11-01,Invierno,Ukryl Estampado,1106AN1010021,,4
2023-11-01,Invierno,Ukryl Estampado,1106AN1010024,,19
2023-11-01,Invierno,Ukryl Estampado,1106AN1010027,,9
2023-11-01,Invierno,Ukryl Estampado,1106AN1010029,,3
2023-11-01,Invierno,Ukryl Estampado,1106AN1010031,,9
2023-11-01,Invierno,Ukryl Estampado,1106AN1010041,,11
2023-11-01,Invierno,Ukryl Estampado,1106AN1010062,,9
2023-11-01,Invierno,Ukryl Estampado,1106AN1010064,,6
2023-11-01,Invierno,Ukryl Estampado,1106AN1010077,,9
2023-11-01,Invierno,Ukryl Estampado,1106AN1010082,,2
2023-11-01,Invierno,Ukryl Estampado,1106AN1010085,,10
2023-11-01,Invierno,Ukryl Estampado,1106AN1010103,,11
2023-11-01,Invierno,Ukryl Estampado,1106AN1010125,,12
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010022,,21
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010033,,41
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010134,,40
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010219,,24
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010425,,14
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010718,,81
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010728,,24
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010732,,24
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010735,,125
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010740,,101
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010769,,76
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010772,,51
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010807,,34
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010811,,205
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010829,,49
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010831,,40
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010875,,45
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010880,,23
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010882,,80
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010888,,82
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010900,,43
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011102,,351
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011302,,106
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011777,,13
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011788,,19
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011799,,25
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1012302,,33
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1012903,,39
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013102,,57
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013202,,53
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013602,,169
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013902,,44
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013916,,75
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013917,,38
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1014850,,47
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015029,,80
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015032,,50
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015033,,20
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015102,,81
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015204,,102
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015302,,32
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015502,,69
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016202,,25
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016402,,40
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016702,,85
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016890,,19
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016902,,28
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1017007,,35
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1017402,,20
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1017802,,68
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1017902,,24
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1018003,,57
2023-11-01,Invierno,Ukryl Etiqueta Dorada,1100AN1018902,,350
2023-11-01,Invierno,Vizon Anatolia,5605IMD180837,,3
2023-11-01,Invierno,Vizon Anatolia,5605IMD181027,,2
2023-11-01,Invierno,Vizon Anatolia,5605IMD181031,,2
2023-11-01,Invierno,Vizon Anatolia,5605IMD181323,,2
2023-11-01,Invierno,Vizon Anatolia,5605IMD181324,,2
2023-11-01,Invierno,Vizon Anatolia,5605IMD181327,,1
2023-11-01,Invierno,Vizon Anatolia,5605IMD181490,,2
2023-11-01,Invierno,Vizon Anatolia,5605IMD181617,,1
2023-12-01,Bebé,Baby Jakard,5602IMD181306,,4
2023-12-01,Bebé,Baby Jakard,5602IMD181307,,5
2023-12-01,Bebé,Baby Jakard,5602IMD181310,,5
2023-12-01,Bebé,Baby Jakard,5602IMD181311,,3
2023-12-01,Bebé,Baby Jakard,5602IMD181315,,4
2023-12-01,Bebé,Baby Jakard,5602IMD181316,,4
2023-12-01,Bebé,Baby Jakard,5602IMD181317,,6
2023-12-01,Bebé,Baby Jakard,5602IMD181318,,4
2023-12-01,Bebé,Baby Jakard,5602IMD181319,,6
2023-12-01,Bebé,Baby Soft,1148AN1010003,,42
2023-12-01,Bebé,Baby Soft,1148AN1010014,,33
2023-12-01,Bebé,Baby Soft,1148AN1010024,,24
2023-12-01,Bebé,Baby Soft,1148AN1010026,,82
2023-12-01,Bebé,Baby Soft,1148AN1010034,,34
2023-12-01,Bebé,Baby Soft,1148AN1010039,,40
2023-12-01,Bebé,Baby Soft,1148AN1010041,,42
2023-12-01,Bebé,Baby Soft,1148AN1010050,,15
2023-12-01,Bebé,Baby Soft,1148AN1010081,,46
2023-12-01,Bebé,Baby Soft,1148AN1010229,,42
2023-12-01,Bebé,Baby Soft,1148AN1010439,,36
2023-12-01,Bebé,Baby Soft,1148AN1010730,,33
2023-12-01,Bebé,Baby Soft,1148AN1010734,,27
2023-12-01,Bebé,Baby Soft,1148AN1010812,,32
2023-12-01,Bebé,Baby Soft,1148AN1010831,,12
2023-12-01,Bebé,Baby Soft,1148AN1010875,,29
2023-12-01,Bebé,Baby Soft,1148AN1010888,,44
