Month,Familia,Product_Code,Forecast_Product,SuperFamily
2025-01,Ukryl Etiqueta Dorada,1100AN1014850,40.14515563743269,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015029,45.706959865599664,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015032,34.10169580829133,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015033,21.597820555135247,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015102,37.70932022255474,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015204,65.46562283989986,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015302,31.223743685056288,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1015502,48.4938527209888,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1016202,27.623308160359656,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1016402,27.07815070154536,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1016702,67.19107615075364,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1016890,24.420657858358297,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1016902,51.27235853855002,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1017007,33.17432905417646,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1017402,29.268365722891595,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1017802,39.22018517984009,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1017902,27.214739603314214,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1018003,38.145446189606176,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1018902,255.7409122638324,Invierno
2025-01,Vizon Anatolia,5605IMD180837,10.44545654053418,Invierno
2025-01,Vizon Anatolia,5605IMD180838,10.402323203133488,Invierno
2025-01,Vizon Anatolia,5605IMD181027,5.55341719033906,Invierno
2025-01,Vizon Anatolia,5605IMD181031,6.14530243133744,Invierno
2025-01,Vizon Anatolia,5605IMD181323,10.021312056094043,Invierno
2025-01,Vizon Anatolia,5605IMD181324,9.30481939593811,Invierno
2025-01,Vizon Anatolia,5605IMD181327,6.846219164098682,Invierno
2025-01,Vizon Anatolia,5605IMD181490,10.897158434980312,Invierno
2025-01,Vizon Anatolia,5605IMD181617,8.539202657075831,Invierno
2025-02,Batik Soft,5618IMOR10001,13.807056080971805,Invierno
2025-02,Batik Soft,5618IMOR10002,12.317554452271956,Invierno
2025-02,Batik Soft,5618IMOR10003,13.836900375900216,Invierno
2025-02,Batik Soft,5618IMOR10004,15.760500839922424,Invierno
2025-02,Batik Soft,5618IMOR10005,12.07337385740313,Invierno
2025-02,Batik Soft,5618IMOR10006,14.797344049050936,Invierno
2025-02,Batik Soft,5618IMOR10007,15.624844953884184,Invierno
2025-02,Batik Soft,5618IMOR10008,12.803202524288846,Invierno
2025-02,Batik Soft,5618IMOR10009,17.99882295955334,Invierno
