Product_Code,Stock,Month,Familia,Forecast_Product,SuperFamily,Total_Projection,Stock_After_Consumption,Fecha
1100AN1010003,244.7,2025-01,Ukryl Etiqueta Dorada,0.0119814826113032,Invierno,0.0119814826113032,244.68801851738868,2025-01-01
1100AN1010003,244.7,2025-02,Ukryl Etiqueta Dorada,0.0271311772076474,Invierno,0.0271311772076474,244.67286882279234,2025-01-01
1100AN1010003,244.7,2025-03,Ukryl Etiqueta Dorada,0.0281333983440826,Invierno,0.0281333983440826,244.6718666016559,2025-01-01
1100AN1010003,244.7,2025-04,Ukryl Etiqueta Dorada,0.0491443674051893,Invierno,0.0491443674051893,244.6508556325948,2025-01-01
1100AN1010003,244.7,2025-05,Ukryl Etiqueta Dorada,0.0605649903936771,Invierno,0.0605649903936771,244.6394350096063,2025-01-01
1100AN1010003,244.7,2025-06,Ukryl Etiqueta Dorada,0.0648997600817099,Invierno,0.0648997600817099,244.63510023991827,2025-01-01
1100AN1010003,244.7,2025-07,Ukryl Etiqueta Dorada,0.0537706949140234,Invierno,0.0537706949140234,244.64622930508597,2025-01-01
1100AN1010003,244.7,2025-08,Ukryl Etiqueta Dorada,0.0406184815354162,Invierno,0.0406184815354162,244.65938151846458,2025-01-01
1100AN1010003,244.7,2025-09,Ukryl Etiqueta Dorada,0.0190983024708629,Invierno,0.0190983024708629,244.68090169752912,2025-01-01
1100AN1010003,244.7,2025-10,Ukryl Etiqueta Dorada,0.0201703312982697,Invierno,0.0201703312982697,244.67982966870173,2025-01-01
1100AN1010003,244.7,2025-11,Ukryl Etiqueta Dorada,0.0173141290292211,Invierno,0.0173141290292211,244.68268587097077,2025-01-01
1100AN1010003,244.7,2025-12,Ukryl Etiqueta Dorada,0.0147060670802549,Invierno,0.0147060670802549,244.68529393291973,2025-01-01
1100AN1010022,365.3,2025-01,Ukryl Etiqueta Dorada,27.785058175612253,Invierno,27.785058175612253,337.51494182438773,2025-01-01
1100AN1010022,365.3,2025-02,Ukryl Etiqueta Dorada,62.9171999445345,Invierno,62.9171999445345,302.3828000554655,2025-01-01
1100AN1010022,365.3,2025-03,Ukryl Etiqueta Dorada,65.24135075992776,Invierno,65.24135075992776,300.05864924007227,2025-01-01
1100AN1010022,365.3,2025-04,Ukryl Etiqueta Dorada,113.96578801263402,Invierno,113.96578801263402,251.334211987366,2025-01-01
1100AN1010022,365.3,2025-05,Ukryl Etiqueta Dorada,140.4502127229373,Invierno,140.4502127229373,224.84978727706272,2025-01-01
1100AN1010022,365.3,2025-06,Ukryl Etiqueta Dorada,150.50254362948536,Invierno,150.50254362948536,214.79745637051465,2025-01-01
1100AN1010022,365.3,2025-07,Ukryl Etiqueta Dorada,124.6942415056203,Invierno,124.6942415056203,240.6057584943797,2025-01-01
